S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60
SourceIdentifier,SourceFileName,GLAccountCode,Division,SubDivision,ProfitCentre1,ProfitCentre2,PlantCode,ReturnPeriod,SupplierGSTIN,State,DocumentType,SupplyType,DocumentNumber,DocumentDate,OriginalDocumentNumber,OriginalDocumentDate,CRDRPreGST,LineNumber,CustomerGSTIN,UINorComposition,OriginalCustomerGSTIN,CustomerName,CustomerCode,BillToState,ShipToState,POS,PortCode,ShippingBillNumber,ShippingBillDate,FOB,ExportDuty,HSNorSAC,ProductCode,ProductDescription,CategoryOfProduct,UnitOfMeasurement,Quantity,TaxableValue,IntegratedTaxRate,IntegratedTaxAmount,CentralTaxRate,CentralTaxAmount,StateUTTaxRate,StateUTTaxAmount,CessRateAdvalorem,CessAmountAdvalorem,CessRateSpecific,CessAmountSpecific,InvoiceValue,ReverseChargeFlag,TCSFlag,eComGSTIN,ITCFlag,ReasonForCreditDebitNote,AccountingVoucherNumber,AccountingVoucherDate,Userdefinedfield1,Userdefinedfield2,Userdefinedfield3
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051076,3/12/2019,,,,1,33AAACT5131A1Z4,,,Cookie COMPANY LIMITED,6303715,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,65,37859.11,12,4543.11,0,0,0,0,0,0,0,0,47543.03,N,N,,,,1101051076,2019-07-12,8641987160,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051076,3/12/2019,,,,2,33AAACT5131A1Z4,,,Cookie COMPANY LIMITED,6303715,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,4590.02,12,550.79,0,0,0,0,0,0,0,0,47543.03,N,N,,,,1101051076,2019-07-12,8641987160,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051077,3/12/2019,,,,1,06AGAPG2485P1Z5,,,VV DISTRIBUTORS,6233916,06,06,06,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,12,282.73,0,0,0,0,0,0,0,0,2638.85,N,N,,,,1101051077,2019-07-12,2018640787,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051078,3/12/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,0,0,6,141.37,6,141.37,0,0,0,0,2638.86,N,N,,,,1101051078,2019-07-12,2018641673,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051079,3/12/2019,,,,1,36ALTPR9770N1ZR,,,DEETYA INNOVATIONS,6274553,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,21,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018640807,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051080,3/12/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,24,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018640798,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051081,3/12/2019,,,,1,19AACCG3446M1ZA,,,Pavan LENS PRIVATE LIMITED,6254540,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,12,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018640591,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051082,3/12/2019,,,,1,08AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233884,08,08,08,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018640904,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051083,3/12/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,13,16667.54,12,2000.05,0,0,0,0,0,0,0,0,281051.97,N,N,,,,1101051083,2019-07-12,2018640631,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051083,3/12/2019,,,,2,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,226,234271.72,12,28112.66,0,0,0,0,0,0,0,0,281051.97,N,N,,,,1101051083,2019-07-12,2018640631,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051084,3/12/2019,,,,1,19AACCG3446M1ZA,,,Pavan LENS PRIVATE LIMITED,6254540,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,64,54271.95,12,6512.63,0,0,0,0,0,0,0,0,60784.58,N,N,,,,1101051084,2019-07-12,2018640641,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051085,3/12/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6255893,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,8,8200.24,12,984.03,0,0,0,0,0,0,0,0,9184.27,N,N,,,,1101051085,2019-07-12,2018640646,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051086,3/12/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,7068.36,12,848.2,0,0,0,0,0,0,0,0,10555.42,N,N,,,,1101051086,2019-07-12,2018641204,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051086,3/12/2019,,,,2,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,12,282.74,0,0,0,0,0,0,0,0,10555.42,N,N,,,,1101051086,2019-07-12,2018641204,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051087,3/12/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6299097,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4100.12,12,492.01,0,0,0,0,0,0,0,0,4592.13,N,N,,,,1101051087,2019-07-12,2018640731,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051088,3/12/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,20,19963.3,12,2395.6,0,0,0,0,0,0,0,0,22358.9,N,N,,,,1101051088,2019-07-12,2018640761,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051089,3/12/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,89,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018640700,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051090,3/12/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,33,41243.31,12,4949.09,0,0,0,0,0,0,0,0,76886.33,N,N,,,,1101051090,2019-07-12,2018640656,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051090,3/12/2019,,,,2,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,23,27405.2,12,3288.73,0,0,0,0,0,0,0,0,76886.33,N,N,,,,1101051090,2019-07-12,2018640656,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051091,3/12/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,45,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018640827,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051092,3/12/2019,,,,1,36ALTPR9770N1ZR,,,DEETYA INNOVATIONS,6274553,36,36,36,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,5552.12,12,666.25,0,0,0,0,0,0,0,0,6218.37,N,N,,,,1101051092,2019-07-12,2018597001,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051093,3/12/2019,,,,1,29AAACT5131A1ZT,,,Cookie COMPANY LIMITED,6233906,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,2339.94,12,280.79,0,0,0,0,0,0,0,0,2620.73,N,N,,,,1101051093,2019-07-12,8641972541,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051094,3/12/2019,,,,1,29AAACT5131A1ZT,,,Cookie COMPANY LIMITED,6298939,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,62,54637.83,12,6556.54,0,0,0,0,0,0,0,0,61194.37,N,N,,,,1101051094,2019-07-12,8641987161,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051095,3/12/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,7,6425.54,12,771.06,0,0,0,0,0,0,0,0,7196.6,N,N,,,,1101051095,2019-07-12,2018370911,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051096,3/12/2019,,,,1,33AAFCS4609B1ZT,,,Shaffi CAPITAL(P)LTD,6233903,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4712.24,12,565.47,0,0,0,0,0,0,0,0,5277.71,N,N,,,,1101051096,2019-07-12,2018493199,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051097,3/12/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,7734.42,0,0,6,464.07,6,464.07,0,0,0,0,8662.56,N,N,,,,1101051097,2019-07-12,2018542676,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051098,3/12/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1972.32,0,0,6,118.34,6,118.34,0,0,0,0,2209,N,N,,,,1101051098,2019-07-12,2018410671,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051099,3/12/2019,,,,1,06AGAPG2485P1Z5,,,VV DISTRIBUTORS,6233916,06,06,06,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1178.06,12,141.37,0,0,0,0,0,0,0,0,1319.43,N,N,,,,1101051099,2019-07-12,2018568661,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051100,3/12/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,127,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018631365,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051101,3/12/2019,,,,1,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,14021.33,12,1682.56,0,0,0,0,0,0,0,0,15703.89,N,N,,,,1101051101,2019-07-12,2018629305,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051102,3/12/2019,,,,1,24ABPFS7193E1ZR,,,SHRIJI SALES,6233864,24,24,24,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,17,21914.19,12,2629.7,0,0,0,0,0,0,0,0,24543.89,N,N,,,,1101051102,2019-07-12,2018542095,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051103,3/12/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,7512.4,12,901.49,0,0,0,0,0,0,0,0,9695.73,N,N,,,,1101051103,2019-07-12,2018629690,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051103,3/12/2019,,,,2,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1144.5,12,137.34,0,0,0,0,0,0,0,0,9695.73,N,N,,,,1101051103,2019-07-12,2018629690,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051104,3/12/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6233888,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1024.94,0,0,6,61.5,6,61.5,0,0,0,0,1147.94,N,N,,,,1101051104,2019-07-12,2018494686,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051105,3/12/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1972.32,12,236.68,0,0,0,0,0,0,0,0,2209,N,N,,,,1101051105,2019-07-12,2018640615,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051106,3/12/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6280539,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1024.94,12,122.99,0,0,0,0,0,0,0,0,1147.93,N,N,,,,1101051106,2019-07-12,2018580845,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051107,3/12/2019,,,,1,29AACCG3446M1Z9,,,Pavan LENS PRIVATE LIMITED,6255893,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1024.94,12,122.99,0,0,0,0,0,0,0,0,1147.93,N,N,,,,1101051107,2019-07-12,2018568099,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051108,3/12/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,10,11436.39,12,1372.37,0,0,0,0,0,0,0,0,12808.76,N,N,,,,1101051108,2019-07-12,2018627840,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051109,3/12/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,10,27760.6,0,0,6,1665.63,6,1665.63,0,0,0,0,36614.36,N,N,,,,1101051109,2019-07-12,2018642218,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051109,3/12/2019,,,,2,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,4930.8,0,0,6,295.85,6,295.85,0,0,0,0,36614.36,N,N,,,,1101051109,2019-07-12,2018642218,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051110,3/12/2019,,,,1,32AAFCS4609B1ZV,,,Shaffi CAPITAL(P)LTD,6233904,32,32,32,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,9,9680.92,12,1161.71,0,0,0,0,0,0,0,0,10842.63,N,N,,,,1101051110,2019-07-12,2018455108,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051111,3/12/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,6,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018643867,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051112,3/12/2019,,,,1,19AAEFT1385P1ZH,,,THE TutiFruti OPTICAL CO.,6233890,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,77,0,12,0,0,0,0,0,0,0,0,0,0,N,N,,T3,,,,2018642644,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051113,3/12/2019,,,,1,33AACCG3446M1ZK,,,Pavan LENS PRIVATE LIMITED,6233907,33,33,33,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1122.02,12,134.64,0,0,0,0,0,0,0,0,1256.66,N,N,,,,1101051113,2019-07-12,2018526812,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051114,3/12/2019,,,,1,29AAACT5131A1ZT,,,Cookie COMPANY LIMITED,6233906,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,932.95,12,111.95,0,0,0,0,0,0,0,0,1044.9,N,N,,,,1101051114,2019-07-12,8641972541,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051115,3/12/2019,,,,1,19AAACT5131A1ZU,,,Cookie COMPANY LIMITED,6270170,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,958,12,114.96,0,0,0,0,0,0,0,0,1072.96,N,N,,,,1101051115,2019-07-12,8641979141,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051116,3/12/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,15,17670.9,12,2120.51,0,0,0,0,0,0,0,0,19791.41,N,N,,,,1101051116,2019-07-12,2018640529,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051117,3/12/2019,,,,1,27AACCG3446M1ZD,,,Pavan LENS PRIVATE LIMITED,6298938,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,1964.06,0,0,6,117.84,6,117.84,0,0,0,0,2199.74,N,N,,,,1101051117,2019-07-12,2018579857,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051118,3/12/2019,,,,1,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,1,1178.06,12,141.37,0,0,0,0,0,0,0,0,1319.43,N,N,,,,1101051118,2019-07-12,2018642509,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,DLC,NSY,1101051119,3/12/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,126,0,0,0,6,0,6,0,0,0,0,0,0,N,N,,T3,,,,2018642255,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051120,3/12/2019,,,,1,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,7,8246.42,12,989.58,0,0,0,0,0,0,0,0,15833.13,N,N,,,,1101051120,2019-07-12,2018643867,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051120,3/12/2019,,,,2,19ADSPG4089J1ZU,,,DNG ENTERPRISES,6233891,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,5,5890.3,12,706.83,0,0,0,0,0,0,0,0,15833.13,N,N,,,,1101051120,2019-07-12,2018643867,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051121,3/12/2019,,,,1,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,342,416983.84,12,50038,0,0,0,0,0,0,0,0,537025.75,N,N,,,,1101051121,2019-07-12,2018641296,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051121,3/12/2019,,,,2,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,50,58903,12,7068.41,0,0,0,0,0,0,0,0,537025.75,N,N,,,,1101051121,2019-07-12,2018641296,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051121,3/12/2019,,,,3,07ADTPD4488M1ZS,,,ABORN INDUSTRIES,6234682,07,07,07,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,3600.44,12,432.06,0,0,0,0,0,0,0,0,537025.75,N,N,,,,1101051121,2019-07-12,2018641296,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051122,3/12/2019,,,,1,08AGAPG2485P1Z1,,,V V DISTRIBUTORS - Milkyway Galaxy,6266408,08,08,08,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,12,282.73,0,0,0,0,0,0,0,0,2638.85,N,N,,,,1101051122,2019-07-12,2018483442,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051123,3/12/2019,,,,1,19AACCG3446M1ZA,,,Pavan LENS PRIVATE LIMITED,6254540,19,19,19,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4056.85,12,486.82,0,0,0,0,0,0,0,0,4543.67,N,N,,,,1101051123,2019-07-12,2018509977,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051124,3/12/2019,,,,1,29CLAPS3132E1Z9,,,SEJPAL DISTRIBUTORS,6270113,29,29,29,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,14,11030.2,12,1323.62,0,0,0,0,0,0,0,0,12353.82,N,N,,,,1101051124,2019-07-12,2018640761,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051125,3/12/2019,,,,1,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,40,44991.7,0,0,6,2699.49,6,2699.49,0,0,0,0,110893.52,N,N,,,,1101051125,2019-07-12,2018441796,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051125,3/12/2019,,,,2,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,30,36018.18,0,0,6,2161.08,6,2161.08,0,0,0,0,110893.52,N,N,,,,1101051125,2019-07-12,2018441796,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051125,3/12/2019,,,,3,27AAHFV8084G1ZO,,,V S ENTERPRISES,6233882,27,27,27,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,10,18002.2,0,0,6,1080.15,6,1080.15,0,0,0,0,110893.52,N,N,,,,1101051125,2019-07-12,2018441796,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051126,3/12/2019,,,,1,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,2,2356.12,12,282.74,0,0,0,0,0,0,0,0,7916.56,N,N,,,,1101051126,2019-07-12,2018640615,,
JNJ,Vision_OSR_20190801,,Vision,,8080,,IN11,032019,27AAACJ0866E1ZR,Maharashtra,INV,TAX,1101051126,3/12/2019,,,,2,04AGAPG2485P1Z9,,,VV DISTRIBUTORS,6233914,04,04,04,,,,,0,90013000,,CONTACT LENS,,OTH-OTHERS,4,4712.24,12,565.46,0,0,0,0,0,0,0,0,7916.56,N,N,,,,1101051126,2019-07-12,2018640615,,
